Employee #,Filled Position Description,Filled FTE Percent,Current Salary
VACANT,VACANT,VACANT,VACANT
1353,TRANS OPERATOR,1," 	60,451 "
3912,TRANS OPERATOR,1," 	56,094 "
3222,TRANS CLASS C MECH,1," 	55,853 "
2244,TRANS OPERATOR,1," 	56,094 "
3773,TRANS SERVICE WKR,0.5," 	26,616 "
3245,TRANS OPERATOR,1," 	59,362 "
3580,TRANS OPERATOR,1," 	56,094 "
4035,TRANS OPER MGR,1," 	92,709 "
1804,TRANS CLASS A MECH,1," 	59,938 "
1723,TRANS OPERATOR,1," 	59,907 "
1193,TRANS OPERATOR,1," 	60,996 "
1468,TRANS CLASS B MECH,1," 	56,003 "
2453,TRANS CUST SERVS REP,1," 	49,784 "
1807,TRANS OPERATOR,1," 	56,094 "
2972,TRANS OPERATOR,1," 	56,094 "
1231,TRANS OPERATOR,1," 	57,728 "
1164,TRANS CUST SERVS REP,1," 	49,784 "
6249,TRANS OPERATOR,1," 	49,014 "
1305,TRANS OPERATOR,1," 	60,996 "
1544,TRANS OPER GEN SUPV,1," 	84,628 "
3170,TRANS OPERATOR,1," 	60,451 "
VACANT,VACANT,VACANT,VACANT
1747,TRANS OPERATOR,1," 	60,996 "
7923,TRANS OPERATOR,1," 	46,292 "
3217,TRANS OPERATOR,1," 	59,362 "
8283,TRANS SCHED PLANNER,1," 	68,132 "
1170,TRANS OPERATOR,1," 	60,996 "
3048,TRANS OPERATOR,1," 	54,461 "
6250,TRANS OPERATOR,1," 	49,014 "
2381,TRANS SERVICE WKR,1," 	45,197 "
1997,TRANS OPERATOR,1," 	54,461 "
9320,TRANS OPERATOR,0.3," 	12,254 "
3239,TRANS OPERATOR,1," 	56,094 "
8138,TRANS OPERATOR,0.3," 	13,071 "
1588,TRANS OPERATOR,1," 	57,728 "
1374,TRANS OPERATOR,1," 	56,094 "
2353,TRANS MAINT SUPERV,1," 	73,415 "
7933,TRANS OPERATOR,1," 	46,292 "
2407,TRANS OPERATOR,1," 	56,094 "
8140,TRANS OPERATOR,1," 	43,569 "
1775,TRANS OPERATOR,1," 	60,996 "
VACANT,VACANT,VACANT,VACANT
7926,TRANS OPERATOR,1," 	43,569 "
1262,TRANS OPERATOR,1," 	56,094 "
2770,TRANS OPERATOR,1," 	60,996 "
1242,TRANS OPERATOR,1," 	54,461 "
1746,TRANS OPERATOR,1," 	60,451 "
8184,PARA PROG MGR,1," 	78,359 "
3369,TRANS MAINT SUPERV,1," 	79,830 "
2780,TRANS PARTS SPEC,1," 	50,875 "
3159,TRANS OPER SUPER,1," 	79,117 "
8953,TRANS OPERATOR,1," 	43,569 "
1453,TRANS OPERATOR,1," 	60,451 "
3171,TRANS OPERATOR,1," 	59,907 "
8281,TRANS BUS CLEANER,1," 	38,475 "
7905,TRANS OPERATOR,1," 	46,292 "
8185,TRANS GRAPHICS TECH,1," 	41,024 "
4946,TRANS SERVICE WKR,1," 	45,197 "
2635,TRANS OPERATOR,1," 	56,094 "
1878,TRANS OPERATOR,1," 	54,461 "
1902,TRANS PARTS SUPER,1," 	69,985 "
1363,TRANS OPERATOR,1," 	56,094 "
6279,TRANS ACCT CLK 1,1," 	50,237 "
3737,TRANS OPERATOR,1," 	57,728 "
1182,TRANS OPERATOR,1," 	60,996 "
VACANT,VACANT,VACANT,VACANT
2106,TRANS OPERATOR,1," 	60,451 "
3042,TRANS OPERATOR,1," 	60,451 "
3228,TRANS CUST SERVS REP,1," 	50,237 "
2497,TRANS OPERATOR,1," 	57,728 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
1659,TRANS OPERATOR,1," 	56,094 "
6230,TRANS OPERATOR,1," 	49,014 "
4171,TRANS OPERATOR,1," 	56,094 "
10222,TRANS OPER SUPER-44,1," 	60,066 "
2059,TRANS OPERATOR,1," 	54,461 "
1371,TRANS OPERATOR,1," 	58,817 "
1613,TRANS OFF MGR,1," 	59,066 "
2042,TRANS OPER GEN SUPV,1," 	82,277 "
3559,TRANS OPERATOR,1," 	57,728 "
2074,TRANS CLASS B MECH,1," 	54,372 "
2036,TRANS CLASS A MECH,1," 	62,765 "
3180,TRANS CLASS B MECH,1," 	56,003 "
2765,TRANS OPERATOR,1," 	54,461 "
3032,TRANS OPERATOR,1," 	60,996 "
2204,TRANS OPERATOR,1," 	56,094 "
6251,TRANS OPERATOR,1," 	49,014 "
3594,TRANS OPERATOR,1," 	56,094 "
10171,TRANS CUST SERVS REPR-42 PT,0.5," 	16,972 "
4185,TRANS OPERATOR,1," 	56,094 "
3536,TRANS OPERATOR,1," 	56,094 "
2152,TRANS OPERATOR,1," 	60,996 "
1357,TRANS OPERATOR,1," 	56,094 "
1581,TRANS CLASS A MECH,1," 	63,331 "
1749,TRANS OPERATOR,1," 	60,996 "
2300,TRANS OPERATOR,1," 	43,569 "
3862,TRANS OPERATOR,1," 	60,451 "
7906,TRANS OPERATOR,1," 	46,292 "
4301,TRANS SERVICE WKR,1," 	45,197 "
2768,TRANS CLASS A MECH,1," 	62,200 "
3390,TRANS CLASS A MECH,1," 	63,331 "
2343,TRANS JANITOR,1," 	54,237 "
3057,TRANS CLASS B MECH,1," 	48,934 "
2740,TRANS OPER OFF COOR,1," 	43,284 "
3360,TRANS OPERATOR,1," 	57,728 "
1542,TRANS OPERATOR,1," 	56,094 "
1950,TRANS OPERATOR,0.3," 	16,828 "
3164,TRANS OPERATOR,1," 	60,996 "
2000,TRANS OPER SUPER,1," 	74,946 "
1323,TRANS OPERATOR,1," 	57,728 "
3009,TRANS OPERATOR,1," 	58,817 "
VACANT,VACANT,VACANT,VACANT
3376,TRANS MAINT SUPERV,1," 	78,404 "
3194,TRANS BUS CLEANER,1," 	53,865 "
3218,TRANS OPERATOR,1," 	60,996 "
7931,TRANS OPERATOR,1," 	46,292 "
3377,TRANS OPERATOR,1," 	60,996 "
3821,TRANS OPERATOR,1," 	54,461 "
4079,TRANS OPERATOR,1," 	59,362 "
3533,TRANS OPERATOR,1," 	59,907 "
1116,TRANS OPERATOR,1," 	56,094 "
3706,TRANS OPERATOR,1," 	54,461 "
2783,TRANS OPERATOR,1," 	56,094 "
2099,TRANS OPERATOR,1," 	56,094 "
1108,TRANS CLASS A MECH,1," 	62,765 "
3385,TRANS OPERATOR,1," 	60,996 "
2410,TRANS OPERATOR,0.3," 	17,972 "
2342,TRANS MAINT MGR,1," 	100,938 "
1258,TRANS OPERATOR,1," 	54,461 "
7924,TRANS OPERATOR,1," 	46,292 "
2354,TRANS OPERATOR,1," 	56,094 "
1052,TRANS OPER SUPER,1," 	70,418 "
8957,TRANS SERVICE WKR,1," 	40,175 "
2628,TRANS OPERATOR,1," 	60,996 "
2764,TRANS OPERATOR,1," 	57,728 "
2421,TRANS OPERATOR,1," 	60,996 "
4080,TRANS OPERATOR,1," 	56,094 "
8058,TRANS OPERATOR,1," 	43,569 "
7928,TRANS OPERATOR,1," 	46,292 "
2521,TRANS OPERATOR,1," 	60,451 "
8954,TRANS OPERATOR,1," 	43,569 "
5504,TRANS ACCT CLK 3,1," 	43,588 "
8046,TRANS CLASS C MECH,1," 	41,373 "
6246,TRANS OPERATOR,1," 	49,014 "
3118,TRANS CLASS A MECH,1," 	59,938 "
1855,TRANS OPERATOR,1," 	57,728 "
VACANT,VACANT,VACANT,VACANT
3135,TRANS OPERATOR,1," 	57,728 "
1325,TRANS OPERATOR,1," 	56,094 "
1856,TRANS OPERATOR,1," 	56,094 "
3414,TRANS MAINT SUPERV,1," 	79,830 "
1134,TRANS GENERAL MGR,1," 	140,044 "
1623,TRANS SERVICE MGR,1," 	107,752 "
2823,TRANS MAINT SUPERV,1," 	79,830 "
3469,TRANS OPER SUPER,1," 	76,979 "
3037,TRANS OPERATOR,1," 	56,094 "
1350,TRANS OPERATOR,1," 	60,451 "
4075,TRANS CLASS B MECH,1," 	56,003 "
2436,TRANS PAINT & BODY,1," 	62,765 "
1291,TRANS OPERATOR,1," 	56,094 "
3948,TRANS OPERATOR,1," 	59,907 "
7903,TRANS OPERATOR,1," 	46,292 "
3000,TRANS OPERATOR,1," 	60,451 "
3395,TRANS OPERATOR,1," 	59,362 "
VACANT,VACANT,VACANT,VACANT
6231,TRANS OPERATOR,1," 	49,014 "
2336,TRANS OPER SUPER,1," 	68,462 "
1309,TRANS SERVICE WKR,1," 	55,743 "
5430,TRANS OPERATOR,1," 	49,014 "
6254,TRANS CLASS C MECH,1," 	46,545 "
8059,TRANS OPERATOR,1," 	43,569 "
1379,TRANS OPERATOR,1," 	59,362 "
3431,TRANS MK/CU SERV MGR,1," 	103,768 "
2867,TRANS CLASS C MECH,1," 	53,267 "
7816,TRANS OPERATOR,1," 	43,569 "
4039,TRANS CLASS B MECH,1," 	57,634 "
7880,TRANS CLASS C MECH-ENTRY-41,1," 	43,958 "
3611,TRANS OPERATOR,1," 	59,362 "
3606,TRANS PARTS SPEC,1," 	51,809 "
1184,TRANS OPERATOR,1," 	56,094 "
3265,TRANS SERVICE WKR,1," 	54,739 "
2096,TRANS OPERATOR,1," 	59,907 "
3612,TRANS OPERATOR,1," 	60,451 "
2073,TRANS OPER SUPER,1," 	72,220 "
VACANT,VACANT,VACANT,VACANT
1500,TRANS OPERATOR,1," 	56,094 "
1908,TRANS OPERATOR,1," 	59,907 "
3537,TRANS OPERATOR,1," 	58,817 "
2942,TRANS MKT SPEC 2,1," 	67,158 "
3758,TRANS OPERATOR,1," 	60,996 "
10374,TRANS CLASS C MECH-ENTRY-41,1," 	37,991 "
2335,TRANS CUST SERVS REP,1," 	46,616 "
3485,TRANS CLASS B MECH,1," 	54,372 "
8955,TRANS OPERATOR,0.3," 	13,071 "
3193,TRANS OPERATOR,1," 	56,094 "
4059,TRANS CLASS C MECH,1," 	53,267 "
1487,TRANS OPERATOR,1," 	56,094 "
1237,TRANS SERVICE WKR,1," 	55,241 "
7922,TRANS OPERATOR,1," 	46,292 "
3766,TRANS GARAGE DISPAT,1," 	56,515 "
2126,TRANS CLASS B MECH,1," 	60,352 "
9322,TRANS OPERATOR,1," 	43,569 "
8020,TRANS ACCT CLK 3,1," 	41,024 "
2677,TRANS CLASS B MECH,1," 	56,003 "
VACANT,VACANT,VACANT,VACANT
3840,TRANS OPERATOR,1," 	56,094 "
1111,TRANS OPERATOR,1," 	58,817 "
6366,TRANS OPERATOR,1," 	49,014 "
2270,TRANS CLASS A MECH,1," 	59,938 "
3585,TRANS OPER SUPER,1," 	66,506 "
1143,TRANS OPERATOR,1," 	59,907 "
1651,TRANS OPERATOR,1," 	57,728 "
3153,TRANS UTIL WKR,1," 	55,853 "
1336,TRANS OPERATOR,1," 	56,094 "
1782,TRANS PAINT & BODY,1," 	62,765 "
1334,TRANS OPERATOR,1," 	57,728 "
3978,TRANS PLAN&SCH MGR,1," 	105,654 "
1859,TRANS OPERATOR,1," 	54,461 "
2846,TRANS UTIL WKR-ENTRY-41,1," 	55,853 "
2475,TRANS OPERATOR,1," 	57,728 "
VACANT,VACANT,VACANT,VACANT
3401,TRANS OPERATOR,1," 	58,817 "
6248,TRANS OPERATOR,1," 	49,014 "
1473,TRANS OPERATOR,1," 	60,451 "
3839,TRANS OPERATOR,1," 	49,014 "
VACANT,VACANT,VACANT,VACANT
1786,TRANS OPERATOR,1," 	60,451 "
1489,TRANS OPER SUPER,1," 	78,404 "
3400,TRANS OPERATOR,1," 	56,094 "
9191,TRANS CLASS C MECH-ENTRY-41,1," 	40,523 "
2281,TRANS OPER SUPER,1," 	79,117 "
1842,TRANS OPERATOR,1," 	59,907 "
2530,TRANS CLASS A MECH,1," 	59,938 "
8136,TRANS OPERATOR,1," 	43,569 "
9319,TRANS OPERATOR,1," 	43,569 "
2182,TRANS OPERATOR,1," 	54,461 "
1670,TRANS OPERATOR,1," 	57,728 "
2570,TRANS OPERATOR,1," 	56,094 "
2882,TRANS OPERATOR,1," 	56,094 "
1282,TRANS OPERATOR,0.3," 	16,338 "
2268,TRANS OPERATOR,1," 	59,907 "
9321,TRANS OPERATOR,1," 	43,569 "
10271,TRANS OPERATOR,0.3," 	12,254 "
2874,TRANS OPERATOR,1," 	60,996 "
3347,TRANS OPERATOR,1," 	60,996 "
VACANT,VACANT,VACANT,VACANT
2021,TRANS OPERATOR,1," 	54,461 "
1982,TRANS OPERATOR,1," 	56,094 "
3763,TRANS OPERATOR,1," 	59,907 "
1437,TRANS OPERATOR,1," 	59,907 "
2678,TRANS OPERATOR,1," 	56,094 "
2350,TRANS UTIL WKR,1," 	57,405 "
3593,TRANS OPERATOR,1," 	60,451 "
2767,TRANS OPERATOR,1," 	60,996 "
VACANT,VACANT,VACANT,VACANT
1286,TRANS OPERATOR,1," 	56,094 "
2791,TRANS OPERATOR,1," 	60,451 "
1514,TRANS OPERATOR,1," 	57,728 "
2203,TRANS SERVICE WKR,1," 	54,237 "
1791,TRANS OPERATOR,1," 	60,451 "
1263,TRANS OPERATOR,1," 	56,094 "
2776,TRANS OPERATOR,1," 	56,094 "
1059,TRANS OPERATOR,1," 	56,094 "
3732,TRANS OPERATOR,1," 	60,451 "
1729,TRANS CLASS A MECH,1," 	62,765 "
9318,TRANS OPERATOR,1," 	43,569 "
7904,TRANS OPERATOR,1," 	46,292 "
4309,TRANS OPERATOR,1," 	49,014 "
7195,TRANS OPERATOR,1," 	46,292 "
2311,TRANS OPERATOR,1," 	56,094 "
10292,TRANS OPERATOR,0.3," 	12,254 "
1404,TRANS SERVICE WKR,1," 	51,726 "
6252,TRANS OPERATOR,1," 	49,014 "
VACANT,VACANT,VACANT,VACANT
1622,TRANS OPERATOR,1," 	56,094 "
1605,TRANS OPERATOR,1," 	57,728 "
5117,TRANS CLASS B MECH,1," 	48,934 "
10254,TRANS CLASS C MECH-ENTRY-41,1," 	37,991 "
2673,TRANS OPERATOR,1," 	56,094 "
10275,TRANS OPERATOR,0.3," 	12,254 "
1153,TRANS OPERATOR,1," 	57,728 "
9317,TRANS OPERATOR,1," 	43,569 "
1974,TRANS SERVICE WKR,1," 	50,219 "
2959,TRANS OPERATOR,1," 	60,996 "
1759,TRANS OPERATOR,1," 	56,094 "
1190,TRANS OPERATOR,1," 	56,094 "
3848,TRANS EMPL REL ASST,1," 	57,148 "
4114,TRANS OPERATOR,1," 	54,461 "
3786,TRANS OPERATOR,1," 	54,461 "
2655,TRANS CLASS C MECH,1," 	57,405 "
3297,TRANS UTIL WKR,1," 	56,370 "
4857,TRANS OPERATOR,1," 	57,728 "
2997,TRANS OPERATOR,1," 	60,451 "
2012,TRANS OPERATOR,1," 	57,728 "
4402,TRANS OPERATOR,1," 	43,569 "
3458,TRANS OPERATOR,1," 	57,728 "
2687,TRANS OPERATOR,1," 	54,461 "
1797,TRANS OPERATOR,1," 	58,817 "
2723,TRANS CLASS B MECH,1," 	56,003 "
1671,TRANS OPERATOR,1," 	54,461 "
8959,TRANS OPERATOR,1," 	43,569 "
1616,TRANS OPERATOR,1," 	54,461 "
1537,TRANS OPERATOR,1," 	54,461 "
2787,TRANS OPERATOR,1," 	56,094 "
1104,PARA SCHEDULING COOR,1," 	50,979 "
1071,TRANS OPERATOR,1," 	57,728 "
7507,TRANS OPERATOR,1," 	46,292 "
3215,TRANS JANITOR,1," 	55,241 "
VACANT,VACANT,VACANT,VACANT
2233,TRANS OPERATOR,1," 	60,451 "
1619,TRANS OPERATOR,1," 	60,451 "
6247,TRANS OPERATOR,1," 	49,014 "
6360,TRANS OPERATOR,1," 	49,014 "
2148,TRANS OPERATOR,1," 	60,996 "
3426,TRANS CLASS B MECH,1," 	56,003 "
3697,TRANS OPERATOR,0.3," 	16,338 "
2718,TRANS OPERATOR,1," 	59,907 "
1425,TRANS OPERATOR,1," 	59,362 "
1810,TRANS OPERATOR,1," 	60,451 "
1915,TRANS OPERATOR,1," 	60,996 "
1062,TRANS OPERATOR,1," 	54,461 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
1945,TRANS OPERATOR,1," 	59,362 "
1401,TRANS OPERATOR,1," 	60,451 "
6359,TRANS OPERATOR,1," 	49,014 "
3045,TRANS OPERATOR,1," 	60,451 "
3226,TRANS OPERATOR,1," 	56,094 "
2575,TRANS FINANCE MGR,1," 	97,164 "
2976,TRANS ACCT CLK 3,1," 	52,819 "
VACANT,VACANT,VACANT,VACANT
1954,TRANS OPERATOR,1," 	60,996 "
4123,TRANS OPERATOR,1," 	57,728 "
2321,TRANS OPERATOR,1," 	60,451 "
2861,TRANS ACCT CLK 2-42,1," 	50,979 "
3318,TRANS OPERATOR,1," 	56,094 "
8044,ADMIN CLK 1,1," 	44,051 "
VACANT,VACANT,VACANT,VACANT
3031,CODE ENFORC OFF 3,1," 	73,179 "
3062,STR SEWER MACH OPR 1,1," 	53,640 "
5311,PKG CASHIER,0.75," 	28,727 "
2339,EQPT OPR 3,1," 	56,912 "
9196,POLICE RPT TYPIST 1-20,1," 	38,946 "
10428,COM DEV SPEC 2-18,1," 	65,222 "
7561,GIS SPECIALIST,1," 	71,300 "
3986,PLANNER-PRINCIPAL,1," 	109,763 "
2911,PLANNER-PRINCIPAL,1," 	99,083 "
3751,PLAN REVIEW SPEC 3,1," 	77,442 "
9397,ACCOUNTANT 3,1," 	74,845 "
7180,ACCOUNTANT 2,1," 	65,222 "
3084,IT SPEC 2,1," 	73,439 "
VACANT,VACANT,VACANT,VACANT
5783,FLEET SERV PTS LDWKR,1," 	53,804 "
VACANT,VACANT,VACANT,VACANT
8534,BIC REGISTRATIO,0.6," 	28,961 "
2928,TRAFF SIG ELECTR 2,1," 	67,507 "
7576,CIVIL TECH 2,1," 	55,254 "
3553,ARBORIST 1,1," 	55,683 "
2926,EQPT OPR 2,1," 	54,107 "
2739,PKS MAINT WKR,1," 	56,797 "
VACANT,VACANT,VACANT,VACANT
3117,EQPT OPR 2,1," 	58,309 "
10102,CTRL SYS PROG,1," 	86,078 "
10499,PUB WKS MAINT WKR 1,1," 	44,304 "
VACANT,VACANT,VACANT,VACANT
3920,FIRE APPARATUS ENGR,1.00," 	75,354 "
1145,DETECTIVE 1,1," 	80,337 "
3804,POLICE OFFICER,1," 	73,546 "
7589,LIB COMPT SPEC 1-33,1," 	55,359 "
2344,M.T. ASSOC DIRECTOR,1," 	109,763 "
3391,M.T. EVENT SERVS MGR,1," 	71,092 "
VACANT,VACANT,VACANT,VACANT
1597,M.T. VOL/TOUR COORD,1," 	62,712 "
1992,ENGINEER 4,1," 	88,661 "
2508,FLEET TECH,1," 	58,329 "
5670,FLEET TECH,1," 	53,804 "
1984,ARCHITECT 3,1," 	87,792 "
1600,SECRETARY 2-LEGAL,1," 	56,649 "
3876,M.T. SALES ASSOC,1," 	55,674 "
3999,M.T. BOOKING COORD,1," 	56,077 "
3783,FIRE CODE ENFORCE 3,1.00," 	79,574 "
2121,ASST POLICE CHIEF,1," 	116,937 "
2879,CUSTODIAL WKR 2,1," 	51,356 "
2291,FLEET PROG MGR,1," 	92,965 "
3527,PARTS ROOM ASST,1," 	51,067 "
1790,WATER ONE CALL COORD,1," 	59,971 "
3878,LIBRARIAN 2,1," 	72,351 "
2637,ADMIN ASST-20,1," 	60,545 "
5904,ASST CITY ATTY,1," 	73,319 "
3782,ASST CITY ATTY,1," 	128,482 "
VACANT,VACANT,VACANT,VACANT
3149,M.T. BLDG MAINT SUPV,1," 	78,430 "
1647,ADMIN CLK 1,1," 	51,164 "
2357,PRINCIPAL IT SPEC,1," 	104,745 "
7381,LIBRARY ASST 1,0.8," 	36,119 "
VACANT,VACANT,VACANT,VACANT
3041,ENGR PROG SPEC 2,1," 	78,863 "
2500,EQPT OPR 3,1," 	61,332 "
7163,CC PROD/DIR,1," 	49,623 "
2759,M.T. EVENT COORD,1," 	55,435 "
3108,M.T.TECH SERVS SPEC,1," 	57,023 "
2859,QI & OPER MGR,1," 	86,224 "
2030,M.T. ASST OPER SUPV,1," 	63,287 "
1946,ADMIN CLK 1,1," 	53,577 "
3910,M.T. OPERS WKR,1," 	52,325 "
5996,M.T. OPERS WKR,1," 	44,313 "
7915,M.T. OPERS WKR,1," 	44,313 "
1236,CUSTODIAL WKR 2,1," 	53,778 "
6394,M.T. OPERS WKR,1," 	44,313 "
1277,M.T.COM.REL.SUPV,1," 	74,865 "
3590,MAINT MECH 1,1," 	62,726 "
1796,FACILITY MAINT WKR,1," 	55,774 "
1655,FACILITY MAINT WKR,1," 	56,285 "
5188,TRANS SERVICE WKR,1," 	45,197 "
2701,ACCT TECH 2,1," 	60,545 "
3529,TRANS CUST SERVS REP,0.5," 	23,308 "
2900,TRANS CUST SERVS REP,1," 	49,331 "
3917,LIBRARY ASST 1,0.5," 	26,927 "
2028,M.T. SALES ASSOC,1," 	55,674 "
VACANT,VACANT,VACANT,VACANT
3567,TRANS UTIL WKR,1," 	57,922 "
7955,POLICE OFFICER,1," 	55,841 "
1067,POLICE OFFICER,1," 	69,988 "
3938,POLICE OFFICER,1," 	74,733 "
3371,POLICE OFFICER,1," 	76,512 "
3476,POLICE OFFICER,1," 	69,988 "
3027,POLICE OFFICER,1," 	75,919 "
1426,POLICE OFFICER,1," 	69,988 "
2906,POLICE OFFICER,1," 	76,512 "
4050,POLICE OFFICER,1," 	71,767 "
3482,POLICE OFFICER,1," 	69,988 "
1365,POLICE OFFICER,1," 	73,546 "
3813,POLICE SGT.,1," 	80,899 "
3378,POLICE OFFICER,1," 	73,546 "
4126,POLICE OFFICER,1," 	76,512 "
2532,STR SEW MAINT WKR 1,1," 	43,891 "
1408,LIBRARIAN 3,1," 	73,439 "
2688,PKG CASHIER,1," 	45,283 "
2161,TRANS OPER SUPER,1," 	79,830 "
1806,TRANS OPER SUPER,1," 	73,415 "
VACANT,VACANT,VACANT,VACANT
5240,TRANS CLASS C MECH-ENTRY-41,1," 	46,545 "
8053,TRANS CLASS C MECH,1," 	41,373 "
10274,TRANS OPERATOR,0.3," 	12,254 "
10272,TRANS OPERATOR,0.3," 	12,254 "
VACANT,VACANT,VACANT,VACANT
2160,PROGRAM ASST 1,1," 	52,508 "
3416,CONSTRUCT INSP 1,1," 	63,874 "
3409,ENGINEER 4,1," 	92,965 "
3021,POLICE RPT TYPIST 2,1," 	49,465 "
1930,TRANS OPER SUPER,1," 	79,830 "
2466,TRANS PLANNER 3,1," 	86,195 "
2727,TRANS CUST SERVS REP,1," 	48,879 "
5984,TRANS CUST SERVS REP,1," 	40,733 "
1644,TRANS CLASS A MECH,1," 	59,938 "
2676,TRANS CLASS B MECH,1," 	59,265 "
1176,TRANS CLASS B MECH,1," 	60,896 "
8047,TRANS CLASS C MECH-ENTRY-41,1," 	41,373 "
2384,TRANS UTIL WKR,1," 	54,819 "
VACANT,VACANT,VACANT,VACANT
9355,TRANS OPERATOR,0.3," 	13,071 "
9358,TRANS OPERATOR,0.3," 	13,071 "
2155,PROPERTY APPRAISER 4,1," 	70,173 "
7352,ADMIN CLK 1,1," 	42,462 "
2746,PKG CASHIER-16 PT,0.85," 	36,709 "
3570,PKG CASHIER,1," 	46,121 "
3727,PKG CASHIER,0.6," 	25,371 "
VACANT,VACANT,VACANT,VACANT
2094,PKG CASHIER,1," 	46,541 "
3806,DETECTIVE 1,1," 	78,469 "
4038,STS USE STAFF TEAM C,1," 	66,094 "
10265,POLICE RPT TYPIST 1-20,1," 	38,074 "
2933,CLERK-TYP 1-20,1," 	45,372 "
2516,ACCT TECH 2,1," 	55,435 "
3785,DETECTIVE 1,1," 	77,223 "
2368,DETECTIVE 1,1," 	79,714 "
1995,DETECTIVE 1,1," 	77,223 "
9356,TRANS OPERATOR,0.3," 	13,071 "
10277,TRANS OPERATOR,0.3," 	12,254 "
3655,M.T. COMMAND CTR OPE,1," 	53,294 "
1273,M.T. COMMAND CTR OPE,1," 	51,356 "
2452,M.T. COMMAND CTR OPE,1," 	53,778 "
3023,M.T. COMMAND CTR OPE,1," 	52,325 "
3462,TRANS OPERATOR,1," 	54,461 "
1113,TRANS OPERATOR,1," 	60,451 "
5974,TRANS OPERATOR,1," 	49,014 "
2895,TRANS OPERATOR,1," 	58,817 "
VACANT,VACANT,VACANT,VACANT
3855,TRANS OPERATOR,1," 	60,451 "
1429,TRANS OPERATOR,1," 	56,094 "
1118,TRANS OPERATOR,1," 	60,451 "
3033,TRANS OPERATOR,1," 	59,907 "
1478,TRANS OPERATOR,1," 	59,907 "
5506,TRANS OPERATOR,1," 	49,014 "
2807,TRANS OPERATOR,1," 	59,907 "
1331,TRANS OPERATOR,1," 	58,817 "
1230,TRANS OPERATOR,1," 	59,907 "
3603,TRANS OPERATOR,1," 	54,461 "
10278,TRANS OPERATOR,0.3," 	12,254 "
VACANT,VACANT,VACANT,VACANT
3393,TRANS OPERATOR,1," 	56,094 "
1201,TRANS OPERATOR,1," 	59,362 "
3641,TRANS OPER SUPER,1," 	78,404 "
3112,POLICE PROP SUPV,1," 	77,717 "
3101,FIREFIGHTER,1.00," 	69,987 "
6776,FIREFIGHTER,1.00," 	57,528 "
7857,FIREFIGHTER,1.00," 	55,743 "
3470,FIREFIGHTER,1.00," 	68,208 "
2696,FIREFIGHTER,1.00," 	72,359 "
1042,FIREFIGHTER,1.00," 	64,649 "
1604,FIREFIGHTER,1.00," 	66,428 "
6775,FIREFIGHTER,1.00," 	57,528 "
4140,FIREFIGHTER,1.00," 	72,359 "
5782,MK/COMM SPEC,1," 	60,085 "
3811,COMM EVENTS COORD,1," 	60,933 "
2119,POLICE INFO SYS COOR,1," 	82,305 "
2836,MAINT MECH 1-16,1," 	62,155 "
3463,POLICE OFFICER,1," 	71,767 "
6376,POLICE OFFICER,1," 	57,496 "
1136,POLICE OFFICER,1," 	78,291 "
4112,POLICE OFFICER,1," 	77,698 "
1669,POLICE OFFICER,1," 	71,767 "
3857,POLICE OFFICER,1," 	75,919 "
1459,POLICE OFFICER,1," 	69,988 "
5641,WARNER PK FAC MGR,1," 	71,300 "
3725,MAINT MECH 1,1," 	62,726 "
2914,ADMIN CLK 1,1," 	52,612 "
VACANT,VACANT,VACANT,VACANT
7196,TRANS OPERATOR,1," 	49,014 "
1722,TRANS OPERATOR,1," 	59,907 "
2667,TRANS OPERATOR,1," 	58,817 "
1828,TRANS OPERATOR,1," 	56,094 "
2904,TRANS OPERATOR,1," 	59,362 "
3663,TRANS OPERATOR,1," 	57,728 "
3588,TRANS OPERATOR,1," 	58,817 "
3858,TRANS OPERATOR,1," 	59,907 "
2174,TRANS OPERATOR,1," 	59,362 "
3271,TRANS OPERATOR,1," 	58,817 "
8135,TRANS OPERATOR,1," 	43,569 "
2704,TRANS OPERATOR,1," 	59,907 "
2081,TRANS OPERATOR,1," 	59,907 "
1793,TRANS OPERATOR,1," 	59,907 "
7963,CONS CURATOR ASST,1," 	48,449 "
2909,ASST CITY ATTY,0.8," 	114,902 "
1610,MAINT WORKER-16,1," 	58,891 "
2881,REAL ESTATE DEV SPEC,1," 	94,686 "
2510,ACCT TECH 3,1," 	65,580 "
2145,STR SEWER MACH OPR 1,1," 	49,667 "
1760,FIRE LIEUTENANT,1.00," 	82,495 "
VACANT,VACANT,VACANT,VACANT
2370,FIRE LIEUTENANT,1.00," 	86,245 "
2364,FIRE LIEUTENANT,1.00," 	89,313 "
3224,FIRE LIEUTENANT,1.00," 	86,586 "
1620,PROGRAM ASST 2,1," 	53,902 "
7387,MAINT MECH 2,1," 	56,800 "
3586,M.T. ASST OPER MGR,1," 	69,383 "
2031,IT SPEC 2,1," 	77,004 "
2496,PKG ENFC OFF,1," 	59,431 "
9016,PKG ENFC OFF,1," 	49,807 "
1709,PKG ENFC OFF,1," 	58,891 "
3055,POLICE OFFICER,1," 	78,291 "
3870,POLICE OFFICER,1," 	72,360 "
3972,POLICE OFFICER,1," 	71,767 "
3058,POLICE OFFICER,1," 	75,919 "
